,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
455,20-48,Private,186824-188386,"Assoc-voc,Doctorate,HS-grad,Some-college",9-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-15024,0-1887,25-60,United-States,"<=50k,>50k"
456,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
457,20-53,"Local-gov,Private",343121-350845,"10th,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-14344,0,10-40,United-States,"<=50k,>50k"
458,20-49,"Local-gov,Private,Self-emp-not-inc,State-gov",261192-268234,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv,Sales","Husband,Not-in-family,Own-child,Wife","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,20-50,United-States,"<=50k,>50k"
459,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
460,20-51,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",56915-64293,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,White","Female,Male",0-2407,0,30-60,United-States,<=50k
461,23-58,"Federal-gov,Local-gov,Private,Self-emp-not-inc",321171-340148,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Prof-specialty,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0,0-1887,30-50,"Canada,Cuba,Poland,United-States","<=50k,>50k"
462,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
463,24-67,"Private,State-gov",43323-51618,"Assoc-voc,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-14084,0-1762,24-50,United-States,"<=50k,>50k"
464,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
465,18-64,"Local-gov,Private,Self-emp-not-inc",181054-183930,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0-2179,12-50,"Poland,United-States","<=50k,>50k"
466,22-45,Private,377869-399087,"11th,5th-6th,Bachelors,HS-grad,Masters,Some-college",3-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Wife","Black,White","Female,Male",0-4064,0-1876,25-40,"Mexico,United-States",<=50k
467,19-57,"Federal-gov,Private",248402-253814,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Exec-managerial,Other-service,Prof-specialty,Protective-serv,Sales,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0,8-55,United-States,"<=50k,>50k"
468,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
469,19-47,"Local-gov,Private,State-gov",507875-1033222,"11th,9th,Bachelors,HS-grad,Some-college",5-13,"Married-AF-spouse,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Transport-moving","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-3674,0,25-60,United-States,"<=50k,>50k"
470,17-53,"Private,Self-emp-not-inc,State-gov",86872-92262,"11th,Bachelors,HS-grad",7-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,White","Female,Male",0-15024,0,10-60,"England,United-States","<=50k,>50k"
471,30-59,"Private,Self-emp-not-inc,State-gov",141297-146268,"Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Married-spouse-absent","Adm-clerical,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-7688,0-1380,35-42,"India,Taiwan,United-States","<=50k,>50k"
472,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
473,23-58,"Federal-gov,Local-gov,Private,Self-emp-not-inc",321171-340148,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Prof-specialty,Transport-moving","Husband,Not-in-family,Wife","Black,White","Female,Male",0,0-1887,30-50,"Canada,Cuba,Poland,United-States","<=50k,>50k"
474,23-52,"Local-gov,Private,Self-emp-not-inc",188401-190762,"1st-4th,Assoc-acdm,HS-grad,Some-college",2-12,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Machine-op-inspct,Protective-serv","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0,20-52,"Mexico,United-States",<=50k
475,20-49,"Local-gov,Private,Self-emp-not-inc,State-gov",261192-268234,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv,Sales","Husband,Not-in-family,Own-child,Wife","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,20-50,United-States,"<=50k,>50k"
476,19-70,Private,103432-108658,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0,24-58,"Haiti,United-States","<=50k,>50k"
477,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
478,21-50,"Private,Self-emp-not-inc",193884-197200,"11th,7th-8th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",4-12,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0-7688,0-1564,20-50,"Ecuador,United-States","<=50k,>50k"
479,17-60,"Local-gov,Private",242606-248344,"11th,7th-8th,HS-grad,Some-college",4-10,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,12-56,"Mexico,United-States","<=50k,>50k"
480,26-47,"Federal-gov,Local-gov,Private,State-gov",184018-186110,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Prof-specialty,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,15-45,"Mexico,United-States","<=50k,>50k"
481,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
482,23-60,"Private,Self-emp-not-inc",81281-85815,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Prof-specialty,Sales","Husband,Not-in-family,Wife","Asian-Pac-Islander,White","Female,Male",0,0,13-40,United-States,"<=50k,>50k"
483,26-63,"Local-gov,Private,Self-emp-inc",220531-228456,"Assoc-voc,Bachelors,HS-grad,Prof-school",9-15,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Prof-specialty,Protective-serv,Tech-support","Husband,Not-in-family,Other-relative,Wife","Black,White","Female,Male",0,0,40-64,United-States,"<=50k,>50k"
484,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
485,23-52,"Local-gov,Private,Self-emp-not-inc",188401-190762,"1st-4th,Assoc-acdm,HS-grad,Some-college",2-12,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Machine-op-inspct,Protective-serv","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0,20-52,"Mexico,United-States",<=50k
486,21-50,"Private,Self-emp-not-inc",202692-205759,"7th-8th,Assoc-acdm,Bachelors,HS-grad,Masters",4-14,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-2174,0,40-72,"Dominican-Republic,United-States","<=50k,>50k"
487,28-59,"Private,Self-emp-inc,State-gov",108699-110978,"11th,Bachelors,Doctorate,HS-grad,Some-college",7-16,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Other,White","Female,Male",0,0,1-60,"Puerto-Rico,United-States","<=50k,>50k"
488,19-70,Private,103432-108658,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0,24-58,"Haiti,United-States","<=50k,>50k"
489,23-49,"Local-gov,Private,Self-emp-inc",197202-198282,"5th-6th,Assoc-voc,Bachelors,HS-grad,Some-college",3-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Transport-moving","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0-15024,0,35-60,"Mexico,United-States","<=50k,>50k"
490,19-56,"Private,State-gov",101128-102864,"Assoc-acdm,Assoc-voc,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0,25-50,"Iran,United-States","<=50k,>50k"
491,19-67,"Federal-gov,Private,Self-emp-not-inc",228528-235485,"10th,11th,Assoc-acdm,HS-grad,Prof-school,Some-college",6-15,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Black,White","Female,Male",0-20051,0,35-48,United-States,"<=50k,>50k"
492,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
493,17-57,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",190942-192262,"1st-4th,9th,Doctorate,HS-grad,Some-college",2-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Armed-Forces,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-1055,0-1902,24-60,United-States,"<=50k,>50k"
494,19-56,"Private,State-gov",101128-102864,"Assoc-acdm,Assoc-voc,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Married-spouse-absent,Never-married,Separated,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0,25-50,"Iran,United-States","<=50k,>50k"
495,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
496,17-58,"Private,Self-emp-inc,Self-emp-not-inc",209642-213921,"9th,Bachelors,HS-grad,Some-college",5-13,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Black,White","Female,Male",0-15024,0,6-45,"Mexico,United-States","<=50k,>50k"
497,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
498,24-58,"Private,Self-emp-not-inc,State-gov",236596-242406,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Handlers-cleaners,Machine-op-inspct,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-4386,0,40-45,"Puerto-Rico,United-States","<=50k,>50k"
499,19-66,"Local-gov,Private,Self-emp-not-inc",163003-169469,"7th-8th,Assoc-voc,Bachelors,HS-grad",4-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Asian-Pac-Islander,Other,White","Female,Male",0-1409,0-2179,35-80,"Philippines,Puerto-Rico,United-States",<=50k

#Hash: 1041851fc2d92ab5628899efe09e56c9dbf421a82b00b95b7e524ba391c7937a
